10 , 2.074300000000000e-05 , 2.857015107590438e-05 , 6.565200000000000e-06 , 4.021878566043485e-06
50 , 2.960750000000000e-04 , 2.181983555162594e-05 , 4.366256000000000e-04 , 9.706262581447088e-06
100 , 2.066742800000000e-03 , 4.330279830103357e-05 , 3.487738600000000e-03 , 4.612604286083976e-06
200 , 1.593983800000000e-02 , 1.619733581487989e-05 , 2.767745140000000e-02 , 6.058723501943239e-05
500 , 2.455389076000000e-01 , 8.378561683859022e-04 , 4.319944136000000e-01 , 1.396212896018477e-03
1000 , 1.935802531400000e+00 , 2.307368845554577e-03 , 4.908027954200000e+00 , 1.116559732808493e-02
2000 , 1.553814989800000e+01 , 2.780643311333411e-02 , 5.548059283820000e+01 , 2.520635679465630e-01
3000 , 5.387986288000000e+01 , 1.615619084965376e-01 , 2.052375776270000e+02 , 1.140383973436226e+00
4000 , 1.243296517400000e+02 , 5.964176650902052e-01 , 4.468904473394000e+02 , 2.606003687229972e+00
