10 , 9.356059999999999e-05 , 2.770911551818282e-05 , 4.073220000000000e-05 , 9.386259638428927e-07
50 , 3.811905600000001e-03 , 1.903959957266906e-03 , 2.394904600000000e-03 , 1.293975448089453e-03
100 , 1.902460540000000e-02 , 9.429123106789916e-05 , 1.429399540000000e-02 , 7.169257215569784e-05
200 , 1.481134894000000e-01 , 8.388900573932802e-04 , 1.122984482000000e-01 , 4.198563623207310e-04
500 , 2.292022188400000e+00 , 1.982992479235168e-02 , 1.735270741200000e+00 , 8.422462755348768e-03
1000 , 1.832632564840000e+01 , 1.473865004063373e-02 , 1.467118105620000e+01 , 6.972639824105076e-02
2000 , 1.462123107736000e+02 , 4.099374303509697e-01 , 1.540819046628000e+02 , 3.913593463847392e-01
3000 , 4.948033712012000e+02 , 6.886123116992579e-01 , 5.122565164718001e+02 , 2.068891706005107e+00
4000 , 1.171042451791800e+03 , 1.794016897602562e+00 , 1.409838837844000e+03 , 6.830824521076226e+00
