1 1.200000000000000e+00 0.000000000000000e+00
2 6.257142857142857e-01 2.330031677691878e-02
3 4.198571428571429e-01 7.755182598937113e-03
4 3.191428571428571e-01 6.593647736738031e-03
5 2.542857142857143e-01 3.683941988065039e-03
6 2.172857142857143e-01 5.794085654478076e-03
7 1.852857142857143e-01 3.638419332360587e-03
8 1.565714285714286e-01 1.718249385968451e-03
9 1.552857142857143e-01 1.889822365046138e-03
10 1.488571428571429e-01 1.463850109422801e-03
11 1.468571428571429e-01 2.115700942049817e-03
12 1.460000000000000e-01 0.000000000000000e+00
13 1.538571428571429e-01 5.871642911161283e-03
14 1.531428571428572e-01 1.069044967649698e-03
15 1.564285714285714e-01 9.759000729485341e-04
16 1.594285714285714e-01 9.759000729485341e-04
17 1.594285714285714e-01 7.867957924694439e-04
