1 1.206714285714286e+00 4.644505202002576e-03
2 1.204857142857143e+00 8.997354108424440e-04
3 1.204714285714286e+00 2.214669705568280e-03
4 1.227142857142857e+00 1.140801723100283e-02
5 1.393857142857143e+00 3.701994314523170e-02
6 1.203285714285714e+00 4.879500364742128e-04
7 1.235000000000000e+00 0.000000000000000e+00
8 1.204285714285714e+00 4.879500364743212e-04
9 1.208000000000000e+00 0.000000000000000e+00
10 1.275000000000000e+00 1.947648154398871e-02
11 1.234000000000000e+00 0.000000000000000e+00
12 1.203857142857143e+00 3.779644730091856e-04
13 1.203714285714286e+00 4.879500364742128e-04
14 1.208142857142857e+00 3.779644730092696e-04
15 1.397000000000000e+00 1.163328557774345e-02
16 1.202857142857143e+00 3.779644730092696e-04
17 1.202714285714286e+00 4.879500364743212e-04
