1 1.120941380000000e+02
2 5.624720100000000e+01
3 3.764866000000000e+01
4 2.851943500000000e+01
5 2.292739600000000e+01
6 1.939548600000000e+01
7 1.657873200000000e+01
8 1.478715600000000e+01
